index,Company,TypeName,Inches,ScreenResolution,Cpu,ram,Memory,memory_space,memory_type,extend_memory,gpu_brand,OpSys,gpu_name,Weight,price,extend_memory_type
976,Lenovo,Notebook,14.0,1366x768,"Intel Core i5 6200U 2.3GHz",4,"508GB Hybrid",508GB," Hybrid",NULL,Intel,windows," HD Graphics 520",1.70,53387,NULL
977,Asus,"2 in 1 Convertible",16.0,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7500U 2.7GHz",16,"512GB SSD +  2TB HDD",512GB," SSD   ",2TB,Nvidia,windows," GeForce GTX 950M",2.3,95851,HDD
979,Asus,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050 Ti",2.99,93187,HDD
980,Dell,"2 in 1 Convertible",16.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",2.19,69211,NULL
981,Toshiba,Notebook,13.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",1.2,63670,NULL
982,Lenovo,Notebook,16.0,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",6,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon 530",2.2,29251,NULL
983,Fujitsu,Notebook,16.0,1366x768,"Intel Core i5 6200U 2.3GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",2.3,34579,NULL
984,Toshiba,Notebook,14.0,1366x768,"Intel Core i5 6200U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",1.75,48751,NULL
985,Dell,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,AMD,windows," Radeon R5 M430",2.25,31915,NULL
986,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.04,42944,NULL
987,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",2.5,63350,HDD
988,Dell,Notebook,16.0,1366x768,"Intel Core i7 7500U 2.7GHz",8,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R7 M445",2.36,39907,NULL
989,Dell,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620 ",1.6,59620,NULL
990,HP,Netbook,13.0,"Full HD 1920x1080","Intel Core M 6Y75 1.2GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 515",0.97,101658,NULL
991,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,AMD,windows," Radeon 520",2.1,26587,HDD
992,Lenovo,Notebook,16.0,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,NA," HD Graphics 500",1.9,14419,NULL
993,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",2.3,71875,NULL
995,Asus,Notebook,13.0,"Quad HD+ 3200x1800","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.4,61272,NULL
996,HP,Ultrabook,13.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.11,71875,NULL
997,Acer,Notebook,16.0,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 505",2.4,20246,NULL
998,Asus,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050 Ti",2.5,95851,HDD
999,HP,Ultrabook,14.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.48,111302,NULL
1000,Acer,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",2.7,67133,HDD
1001,HP,Notebook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.34,63350,NULL
1002,Dell,Notebook,16.0,1366x768,"Intel Core i3 7100U 2.4GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",2.18,29144,NULL
1003,HP,Notebook,14.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",1.64,41505,NULL
1004,Toshiba,Notebook,13.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",1.2,63670,NULL
1005,HP,Notebook,14.0,1366x768,"Intel Core i5 6300U 2.4GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.48,58607,NULL
1006,HP,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.95,64202,NULL
1007,HP,Ultrabook,14.0,"Full HD 1920x1080","Intel Core i7 6600U 2.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.43,77203,NULL
1008,HP,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 930MX",1.64,55905,NULL
1009,HP,Notebook,14.0,1366x768,"Intel Core i3 7100U 2.4GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",1.64,36444,NULL
1010,Dell,Gaming,16.0,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"1.0TB Hybrid",1.0TB," Hybrid",NULL,Nvidia,windows," GeForce GTX 1050",2.65,50563,NULL
1011,HP,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",1.26,81998,NULL
1012,HP,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.48,84715,NULL
1013,HP,Ultrabook,14.0,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.54,100551,NULL
1014,HP,Notebook,13.0,1366x768,"Intel Core i3 7100U 2.4GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",1.49,42624,NULL
1015,Toshiba,Notebook,13.0,1366x768,"Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.5,64469,NULL
1016,HP,Notebook,16.0,1366x768,"Intel Core i3 7100U 2.4GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.04,41025,NULL
1017,Lenovo,Notebook,17.0,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6820HQ 2.7GHz",16,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," Quadro 3000M",2.4,158135,NULL
1018,Toshiba,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.47,79387,NULL
1019,HP,Notebook,14.0,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.43,118761,NULL
1020,Dell,"2 in 1 Convertible",16.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i3 6100U 2.3GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 520",2.08,42410,NULL
1021,Toshiba,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.2,84715,NULL
1022,HP,Notebook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.11,61219,NULL
1023,HP,Notebook,14.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 930MX",1.64,63160,NULL
1024,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",2.09,55754,NULL
1025,HP,Ultrabook,13.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.26,83064,NULL
1026,HP,Notebook,14.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",2.31,63350,NULL
1027,HP,Notebook,14.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",1.95,56477,NULL
1028,Dell,Ultrabook,13.0,"Quad HD+ / Touchscreen 3200x1800","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.29,86527,NULL
1029,HP,Notebook,17.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 930MX",2.63,57542,NULL
1030,HP,Notebook,14.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.64,51841,NULL
1031,Acer,Notebook,16.0,1366x768,"AMD A9-Series 9420 3GHz",6,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R5",2.1,21792,NULL
1032,MSI,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",2.7,63499,HDD
1033,HP,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.95,63670,NULL
1034,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.84,65481,NULL
1035,HP,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.26,71875,NULL
1036,HP,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",2.04,39534,NULL
1037,Toshiba,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.47,91908,NULL
1038,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",2.09,56634,NULL
1039,HP,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.64,53840,NULL
1040,Lenovo,"2 in 1 Convertible",16.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.8,45128,NULL
1041,Vero,Notebook,14.0,1366x768,"Intel Atom X5-Z8350 1.44GHz",2,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,windows," HD Graphics 400",1.45,11231,NULL
1042,Toshiba,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",16,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 930M",2.4,75924,NULL
1043,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",2.3,55923,NULL
1044,HP,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",1.54,53280,NULL
1045,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8,"256GB SSD +  500GB HDD",256GB," SSD   500GB HDD",NULL,Intel,windows," HD Graphics 520",1.84,112066,NULL
1046,HP,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.43,78268,NULL
1047,MSI,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 980M",3.78,82352,HDD
1048,Lenovo,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 980M",4.6,122011,HDD
1049,Asus,Netbook,12.0,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",4,"16GB Flash Storage",16GB," Flash Storage",NULL,Intel,others," HD Graphics 400",1.2,15339,NULL
1050,Lenovo,Notebook,14.0,"IPS Panel 2560x1440","Intel Core i7 6600U 2.6GHz",16,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.1,139594,NULL
1051,HP,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce 940MX",1.91,52161,NULL
1052,Dell,"2 in 1 Convertible",16.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.3,58288,NULL
1053,HP,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.04,52161,NULL
1054,Dell,Ultrabook,13.0,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz",16,"1TB SSD",1TB," SSD",NULL,Intel,windows," HD Graphics 620",1.2,120093,NULL
1055,HP,Notebook,16.0,1366x768,"Intel Core i3 6100U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",2.31,37570,NULL
1056,HP,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,NA," HD Graphics 620",1.96,26587,NULL
1057,Acer,Notebook,16.0,1366x768,"AMD A8-Series 7410 2.2GHz",8,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R5",2.4,23923,NULL
1058,Dell,"2 in 1 Convertible",13.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.6,69211,NULL
1059,MSI,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",2.94,96916,HDD
1061,Asus,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"1TB HDD",1TB," HDD",NULL,Nvidia,NA," GeForce GTX 965M",4,53173,NULL
1062,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics",2.25,29784,NULL
1063,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"2TB HDD",2TB," HDD",NULL,AMD,windows," Radeon R7 M445",2.32,52747,NULL
1064,MSI,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",1.8,102777,HDD
1065,Dell,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.29,77682,NULL
1066,Asus,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",64,"1TB SSD",1TB," SSD",NULL,Nvidia,windows," GeForce GTX 980 ",3.58,211788,NULL
1067,Dell,"2 in 1 Convertible",13.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.62,42518,NULL
1068,Dell,Gaming,16.0,"4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 970M",3.21,70809,HDD
1069,Apple,Ultrabook,12.0,"IPS Panel Retina Display 2304x1440","Intel Core M 1.1GHz",8,"256GB Flash Storage",256GB," Flash Storage",NULL,Intel,macos," HD Graphics 515",0.920,69264,NULL
1070,Dell,Notebook,16.0,1366x768,"Intel Core i3 6100U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",2.06,25680,NULL
1071,HP,Notebook,16.0,1366x768,"Intel Core i5 6200U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",2.31,63883,NULL
1072,HP,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.26,63883,NULL
1073,HP,Notebook,13.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.49,58075,NULL
1074,Lenovo,Ultrabook,13.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.3,91295,NULL
1075,Lenovo,Notebook,17.0,1600x900,"Intel Core i5 6200U 2.3GHz",8,"1.0TB HDD",1.0TB," HDD",NULL,AMD,windows," Radeon R5 M330",3.0,35112,NULL
1076,Lenovo,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz",4,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce GTX 950M",2.3,52055,NULL
1077,MSI,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",3.78,133147,HDD
1078,Lenovo,Notebook,16.0,1366x768,"Intel Core i5 6200U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",2.1,28771,NULL
1079,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",2.31,50083,NULL
1080,Lenovo,Ultrabook,13.0,"IPS Panel Touchscreen 2560x1440","Intel Core M 6Y75 1.2GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 515",0.99,74539,NULL
1081,Lenovo,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",32,"512GB SSD +  1.0TB Hybrid",512GB," SSD   ","1.0TB Hybrid",Nvidia,windows," GeForce GTX 980M",4.6,172627,Hybrid
1082,Lenovo,"2 in 1 Convertible",10.0,"IPS Panel Touchscreen 1920x1200","Intel Atom x5-Z8550 1.44GHz",4,"64GB Flash Storage",64GB," Flash Storage",NULL,Intel,windows," HD Graphics 400",0.69,34433,NULL
1083,HP,Ultrabook,13.0,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7500U 2.7GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.3,109171,NULL
1084,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.18,39960,NULL
1085,HP,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",1.54,54931,NULL
1086,HP,Workstation,16.0,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,AMD,windows," FirePro W4190M",1.9,79654,NULL
1087,Lenovo,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"180GB SSD",180GB," SSD",NULL,Intel,windows," HD Graphics 520",1.7,63883,NULL
1088,HP,Notebook,13.0,"Quad HD+ 3200x1800","Intel Pentium Dual Core 4405Y 1.5GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,others," HD Graphics 515",1.29,32767,NULL
1089,Acer,Notebook,16.0,1366x768,"AMD A8-Series 7410 2.2GHz",4,"500GB HDD",500GB," HDD",NULL,AMD,windows," Radeon R5",2.4,20619,NULL
1090,Dell,Notebook,16.0,1366x768,"Intel Pentium Quad Core N3700 1.6GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,linux," HD Graphics",2.2,20965,NULL
1091,HP,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,NA," HD Graphics 520",1.86,18434,NULL
1092,Asus,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",2.7,85195,HDD
1093,Dell,Ultrabook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon 530",1.4,43602,NULL
1094,HP,Netbook,13.0,1366x768,"Intel Core i5 6200U 2.3GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",2.4,85195,NULL
1095,Acer,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 950M",2.4,42571,HDD
1096,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R7 M445",2.36,34035,NULL
1097,MSI,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GTX 965M",2.6,85195,NULL
1098,HP,Notebook,16.0,1366x768,"Intel Pentium Quad Core N3710 1.6GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 405",1.96,26640,NULL
1099,Asus,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 980M",4.3,122491,HDD
1100,Dell,Ultrabook,13.0,1366x768,"Intel Core i3 6100U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",1.5,60481,NULL
1101,Dell,Ultrabook,13.0,1366x768,"Intel Core i3 6100U 2.3GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",1.5,62176,NULL
1102,Acer,Notebook,16.0,1366x768,"Intel Celeron Dual Core 3205U 1.5GHz",4,"16GB SSD",16GB," SSD",NULL,Intel,others," HD Graphics",2.20,11136,NULL
1103,HP,Workstation,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"1TB HDD",1TB," HDD",NULL,AMD,windows," FirePro W6150M",3.0,154459,NULL
1104,Lenovo,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050 Ti",2.4,63883,NULL
1105,Dell,Ultrabook,13.0,1366x768,"Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.5,75290,NULL
1106,MSI,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 960M",2.9,80516,HDD
1107,Lenovo,"2 in 1 Convertible",16.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",2.1,46194,NULL
1108,HP,Notebook,16.0,"Full HD 1920x1080","AMD A6-Series 9220 2.5GHz",4,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R4",2.1,21205,NULL
1109,Asus,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 960M",2.59,71342,HDD
1110,HP,Notebook,13.0,"Quad HD+ / Touchscreen 3200x1800","Intel Core M 6Y54 1.1GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 515",1.16,90523,NULL
1111,Dell,Notebook,16.0,1366x768,"Intel Core i5 6200U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,AMD,windows," Radeon R5 M315",2.24,40980,NULL
1112,Lenovo,Notebook,16.0,1366x768,"Intel Core i3 6006U 2.0GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",2.1,22857,NULL
1113,HP,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 520",1.16,104908,NULL
1114,Lenovo,"2 in 1 Convertible",10.0,"IPS Panel Touchscreen 1920x1200","Intel Atom x5-Z8550 1.44GHz",4,"64GB Flash Storage",64GB," Flash Storage",NULL,Intel,others," HD Graphics 400",0.69,29251,NULL
1115,Dell,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i7 7560U 2.4GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," Iris Plus Graphics 640",1.23,73473,NULL
